user_ID,movie 1,movie 2,movie 3,movie 4,movie 5,movie 6,movie 7,movie 8,movie 9,movie 10,movie 11,movie 12,movie 13,movie 14,movie 15,movie 16,movie 17,movie 18,movie 19,movie 20,movie 21,movie 22,movie 23,movie 24,movie 25
374,Speed (1994),"Silence of the Lambs, The (1991)","Usual Suspects, The (1995)",Outbreak (1995),"Lion King, The (1994)",Mrs. Doubtfire (1993),Star Trek II: The Wrath of Khan (1982),Schindler's List (1993),Terminator 2: Judgment Day (1991),"Matrix, The (1999)",Ace Ventura: When Nature Calls (1995),Evil Dead II (Dead by Dawn) (1987),Rear Window (1954),American Beauty (1999),Pretty Woman (1990),GoldenEye (1995),Seven (a.k.a. Se7en) (1995),Men in Black (a.k.a. MIB) (1997),Snow White and the Seven Dwarfs (1937),Get Shorty (1995),Saving Private Ryan (1998),In the Line of Fire (1993),"Clockwork Orange, A (1971)","Mask, The (1994)",Interview with the Vampire: The Vampire Chronicles (1994)
375,Star Wars: Episode VI - Return of the Jedi (1983),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Matrix, The (1999)",Indiana Jones and the Last Crusade (1989),Sleepless in Seattle (1993),Ghost (1990),"Terminator, The (1984)",Fight Club (1999),Alien (1979),Back to the Future (1985),Aliens (1986),Die Hard: With a Vengeance (1995),Star Wars: Episode II - Attack of the Clones (2002),Schindler's List (1993),Eternal Sunshine of the Spotless Mind (2004),Die Hard (1988),American Beauty (1999),Kill Bill: Vol. 1 (2003),X-Men (2000),Home Alone (1990),Braveheart (1995),Independence Day (a.k.a. ID4) (1996),Saving Private Ryan (1998),American Pie (1999),Ace Ventura: When Nature Calls (1995)
376,"Monsters, Inc. (2001)",RoboCop (1987),Up (2009),Star Wars: Episode III - Revenge of the Sith (2005),Spider-Man (2002),Iron Man (2008),Cliffhanger (1993),Star Trek II: The Wrath of Khan (1982),Sin City (2005),"Little Mermaid, The (1989)",Pirates of the Caribbean: Dead Man's Chest (2006),Shutter Island (2010),Dave (1993),Gladiator (2000),Avatar (2009),Ice Age (2002),Interstellar (2014),Django Unchained (2012),X-Men (2000),Evil Dead II (Dead by Dawn) (1987),Prometheus (2012),Star Trek Into Darkness (2013),Star Trek V: The Final Frontier (1989),Cast Away (2000),Spider-Man 2 (2004)
377,My Life Without Me (2003),To End All Wars (2001),Our Hospitality (1923),Little Women (1949),Destry Rides Again (1939),Mr. Deeds Goes to Town (1936),Angels with Dirty Faces (1938),Yankee Doodle Dandy (1942),Only Angels Have Wings (1939),Wuthering Heights (1939),Sherlock Jr. (1924),Tough Guys (1986),Remo Williams: The Adventure Begins (1985),Star Trek VI: The Undiscovered Country (1991),"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",White Sands (1992),Max Keeble's Big Move (2001),Monsters (2010),Space Battleship Yamato (2010),Bachelor Party (1984),"Last Wave, The (1977)","Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Romance (1999),Strange Wilderness (2008),Twisted (2004)
378,Beauty and the Beast (1991),WALL·E (2008),Finding Nemo (2003),Mrs. Doubtfire (1993),Pirates of the Caribbean: Dead Man's Chest (2006),Sin City (2005),The Hunger Games: Catching Fire (2013),Kill Bill: Vol. 2 (2004),Kill Bill: Vol. 1 (2003),Trance (2013),Slow West (2015),Enter the Void (2009),Chi-Raq (2015),"Girl Walks Home Alone at Night, A (2014)",Why Don't You Play In Hell? (Jigoku de naze warui) (2013),Seven (a.k.a. Se7en) (1995),300 (2007),Minority Report (2002),Scott Pilgrim vs. the World (2010),Harry Potter and the Chamber of Secrets (2002),Harry Potter and the Prisoner of Azkaban (2004),"Fugitive, The (1993)",Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Ace Ventura: Pet Detective (1994),Babe (1995)
379,"Terminator, The (1984)","Usual Suspects, The (1995)",Independence Day (a.k.a. ID4) (1996),Star Trek: Generations (1994),Fight Club (1999),Dave (1993),"Matrix, The (1999)",Star Wars: Episode VI - Return of the Jedi (1983),Addams Family Values (1993),American Beauty (1999),Reservoir Dogs (1992),Star Wars: Episode V - The Empire Strikes Back (1980),"Silence of the Lambs, The (1991)",GoldenEye (1995),Aliens (1986),Mission: Impossible (1996),Indiana Jones and the Last Crusade (1989),"Client, The (1994)",Disclosure (1994),Star Wars: Episode IV - A New Hope (1977),"American President, The (1995)",Goodfellas (1990),Four Weddings and a Funeral (1994),Dumb & Dumber (Dumb and Dumber) (1994),Jumanji (1995)
380,300: Rise of an Empire (2014),"Zero Theorem, The (2013)",Hardball (2001),New Year's Eve (2011),North Country (2005),Ruby Sparks (2012),How Stella Got Her Groove Back (1998),Sidekicks (1992),Police Story (Ging chaat goo si) (1985),Snake in the Eagle's Shadow (Se ying diu sau) (1978),Red Dawn (2012),"Crocodile Hunter: Collision Course, The (2002)",Psycho Beach Party (2000),White Fang (1991),Little Monsters (1989),Radio Flyer (1992),Fire in the Sky (1993),Zebraman (2004),Saved by the Bell: Hawaiian Style (1992),Savages (2012),Runner Runner (2013),Neighbors 2: Sorority Rising (2016),Super (2010),City by the Sea (2002),Summer Catch (2001)
381,The Longest Ride (2015),"Last Kiss, The (2006)",Murderball (2005),"Food, Inc. (2008)",Dark Days (2000),Tristram Shandy: A Cock and Bull Story (2005),"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)","Many Adventures of Winnie the Pooh, The (1977)",State Property 2 (2005),Suspect Zero (2004),"Unfinished Life, An (2005)",Teeth (2007),Secret Ballot (Raye makhfi) (2001),Nick Fury: Agent of S.H.I.E.L.D. (1998),"He Said, She Said (1991)","Legend of Sleepy Hollow, The (1949)",Bebe's Kids (1992),The Deadly Bees (1967),Last Train Home (2009),Hell Comes to Frogtown (1988),"Late Shift, The (1996)",Headshot (2011),The Diary of Anne Frank (2009),Dead or Alive: Final (2002),Beach Blanket Bingo (1965)
382,Kit Kittredge: An American Girl (2008),"Adventures of Ford Fairlane, The (1990)",Let It Ride (1989),My Boyfriend's Back (1993),Leonard Part 6 (1987),Kuffs (1992),"Gas, Food, Lodging (1992)","Principal, The (1987)","Babe, The (1992)",Tully (2000),Comic Book Villains (2002),Runner Runner (2013),Search Party (2014),Victor Frankenstein (2015),Imaginary Heroes (2004),Savages (2012),Knights of Badassdom (2013),Young Einstein (1988),Bad Company (2002),Dirty Grandpa (2016),The Raid: Redemption (2011),I Spy (2002),Max Keeble's Big Move (2001),"Very Potter Musical, A (2009)",Denis Leary: No Cure for Cancer (1993)
383,Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode VI - Return of the Jedi (1983),"Matrix, The (1999)",East-West (Est-ouest) (1999),Mina Tannenbaum (1994),"Three Musketeers, The (1948)","Heart in Winter, A (Un coeur en hiver) (1992)",Love Me Tender (1956),"Cat o' Nine Tails, The (Gatto a nove code, Il) (1971)",My Name Is Joe (1998),"Keys to the House, The (Chiavi di casa, Le) (2004)",Love and Other Catastrophes (1996),Last Exit to Brooklyn (1989),"Pure Formality, A (Pura formalità, Una) (1994)",Henry & June (1990),"Icicle Thief, The (Ladri di saponette) (1989)","Do You Remember Dolly Bell? (Sjecas li se, Dolly Bell) (1981)",I'm Starting From Three (Ricomincio da Tre) (1981),"Wrong Arm of the Law, The (1963)",High Heels (Tacones lejanos) (1991),"Four Feathers, The (2002)",Stolen Summer (2002),Who's That Girl? (1987),Glory Road (2006),Human Traffic (1999)
384,Talk Radio (1988),Forrest Gump (1994),"Shawshank Redemption, The (1994)","Silence of the Lambs, The (1991)",World Traveler (2001),Kaspar Hauser (1993),One-Eyed Jacks (1961),"Final Countdown, The (1980)","Cheap Detective, The (1978)",Earth vs. the Flying Saucers (1956),From the Hip (1987),"Battle of Shaker Heights, The (2003)",Sharkwater (2006),Africa: The Serengeti (1994),"Oh, God! You Devil (1984)",Swept from the Sea (1997),Ffolkes (1979),Sylvia (2003),Crimson Gold (Talaye sorgh) (2003),Crime and Punishment in Suburbia (2000),Last Night (1998),Last Orders (2001),No Man's Land (1987),Copenhagen (2014),Gotcha! (1985)
385,Celebrity (1998),Jean de Florette (1986),Star Trek VI: The Undiscovered Country (1991),This Is My Father (1998),Permanent Midnight (1998),"Our Lady of the Assassins (Virgen de los sicarios, La) (2000)",Stealing Home (1988),American Pop (1981),Love Serenade (1996),"School of Flesh, The (École de la chair, L') (1998)",Cold Fever (Á köldum klaka) (1995),The Idolmaker (1980),I Never Promised You a Rose Garden (1977),Catwalk (1996),Black Tar Heroin: The Dark End of the Street (2000),Temptress Moon (Feng Yue) (1996),Love Is the Devil (1998),Guinevere (1999),Who'll Stop the Rain (1978),Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Obsession (1976),Vagabond (Sans toit ni loi) (1985),"Third Miracle, The (1999)","Great Day in Harlem, A (1994)",Suture (1993)
386,"Terminator, The (1984)",Mrs. Doubtfire (1993),Pretty Woman (1990),Star Wars: Episode VI - Return of the Jedi (1983),Reservoir Dogs (1992),Monty Python and the Holy Grail (1975),Ace Ventura: Pet Detective (1994),Forrest Gump (1994),Goodfellas (1990),Aliens (1986),Indiana Jones and the Last Crusade (1989),Saving Private Ryan (1998),"Godfather, The (1972)",Apocalypse Now (1979),Dumb & Dumber (Dumb and Dumber) (1994),Sleepless in Seattle (1993),"Lion King, The (1994)",Jumanji (1995),Beauty and the Beast (1991),"Godfather: Part II, The (1974)",Interview with the Vampire: The Vampire Chronicles (1994),"Lord of the Rings: The Return of the King, The (2003)",Taxi Driver (1976),Back to the Future (1985),Apollo 13 (1995)
387,"Simple Wish, A (1997)",Dark Blue World (Tmavomodrý svet) (2001),"Slumber Party Massacre, The (1982)",Goodbye Lover (1999),"Century of the Self, The (2002)",Rare Birds (2001),All Watched Over by Machines of Loving Grace (2011),HyperNormalisation (2016),"Big Country, The (1958)","Private Eyes, The (1981)",Nuns on the Run (1990),Cadillac Man (1990),Opera (1987),School Daze (1988),Killer Klowns from Outer Space (1988),FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002),Twilight Zone: The Movie (1983),"Rapture, The (1991)",Wicker Park (2004),Metallica: Some Kind of Monster (2004),Standing in the Shadows of Motown (2002),Dark Blue (2003),Stay Alive (2006),Friday the 13th Part 3: 3D (1982),Rollerball (1975)
388,Ladybugs (1992),Wallace & Gromit: The Wrong Trousers (1993),Chasing Liberty (2004),How to Deal (2003),Santa's Little Helper (2015),Narcopolis (2014),London Town (2016),Playing It Cool (2014),Pawn (2013),Brick Mansions (2014),Kill the Messenger (2014),Swelter (2014),The Trust (2016),"Judge, The (2014)",Wild Oats (2016),Wild Horses (2015),At the Circus (1939),At Middleton (2013),Miss Meadows (2014),Gone (2012),Alan Partridge: Alpha Papa (2013),Please Give (2010),"Lord of the Rings: The Fellowship of the Ring, The (2001)",American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009),"Lord of the Rings: The Return of the King, The (2003)"
389,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Matrix, The (1999)",Indiana Jones and the Last Crusade (1989),Star Wars: Episode I - The Phantom Menace (1999),Star Trek II: The Wrath of Khan (1982),"Godfather, The (1972)",Saving Private Ryan (1998),"Terminator, The (1984)",Braveheart (1995),"Lord of the Rings: The Return of the King, The (2003)",American Beauty (1999),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Aliens (1986),Forrest Gump (1994),Terminator 2: Judgment Day (1991),Star Wars: Episode VI - Return of the Jedi (1983),Pulp Fiction (1994),Toy Story 2 (1999),Fargo (1996),"Lion King, The (1994)",Groundhog Day (1993),Back to the Future (1985),Star Trek III: The Search for Spock (1984),"Fifth Element, The (1997)",Men in Black (a.k.a. MIB) (1997)
390,"Ordet (Word, The) (1955)","Fountainhead, The (1949)",Day of Wrath (Vredens dag) (1943),"Unvanquished, The (Aparajito) (1957)",Au Hasard Balthazar (1966),Monkey Business (1952),"Nine Lives of Tomas Katz, The (2000)",Ashes of Time (Dung che sai duk) (1994),Sherlock Holmes and the Secret Weapon (1942),Jack and Sarah (1995),Johnny Belinda (1948),Johnny Eager (1942),After the Wedding (Efter brylluppet) (2006),Sherlock Holmes: Terror by Night (1946),She Wore a Yellow Ribbon (1949),No End in Sight (2007),"Night of the Iguana, The (1964)",Undercurrent (1946),"Jazz Singer, The (1927)",Shadow of the Thin Man (1941),Undertow (2004),Japanese Story (2003),"End of the Affair, The (1999)",Night and Day (1946),Shenandoah (1965)
391,Any Which Way You Can (1980),"General, The (1998)",Return of the Secaucus 7 (1980),Wallace & Gromit: A Close Shave (1995),Star Trek VI: The Undiscovered Country (1991),Gangster No. 1 (2000),Mad Dog and Glory (1993),My First Mister (2001),Tough Guys (1986),Remo Williams: The Adventure Begins (1985),Ararat (2002),Free Fire (2017),Mayor of the Sunset Strip (2003),They Call Me Bruce? (a.k.a. A Fistful of Chopsticks) (1982),Shine a Light (2008),"Runaways, The (2010)",Freedomland (2006),Pornstar: The Legend of Ron Jeremy (2001),Fat Man and Little Boy (1989),Mistress America (2015),"Battle of Shaker Heights, The (2003)",Jump Tomorrow (2001),"Ilsa, She Wolf of the SS (1974)",Ponette (1996),"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)"
392,Indiana Jones and the Last Crusade (1989),Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode VI - Return of the Jedi (1983),Men in Black (a.k.a. MIB) (1997),Indiana Jones and the Temple of Doom (1984),Ghostbusters (a.k.a. Ghost Busters) (1984),Star Wars: Episode IV - A New Hope (1977),Back to the Future (1985),Star Wars: Episode II - Attack of the Clones (2002),Weird Science (1985),X-Men (2000),"Matrix, The (1999)",American History X (1998),"Terminator, The (1984)",Spider-Man (2002),Ferris Bueller's Day Off (1986),Monty Python and the Holy Grail (1975),High Fidelity (2000),"Sixth Sense, The (1999)",Die Hard (1988),RoboCop (1987),Aliens (1986),"Big Lebowski, The (1998)",Total Recall (1990),Star Wars: Episode III - Revenge of the Sith (2005)
393,Triangle (2009),Chris Rock: Bigger & Blacker (1999),Too Many Cooks (2014),To Grandmother's House We Go (1992),Mutant Aliens (2001),Jurassic Park (1993),"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",WALL·E (2008),Angel-A (2005),Robot & Frank (2012),Clear and Present Danger (1994),Speed (1994),Batman (1989),Doctor Who: The Time of the Doctor (2013),Aliens (1986),Die Hard (1988),Total Recall (1990),Captain America: The First Avenger (2011),Ant-Man (2015),Saw (2004),RoboCop (1987),Charlie and the Chocolate Factory (2005),Thor (2011),Forrest Gump (1994),300 (2007)
394,Clear and Present Danger (1994),"Lion King, The (1994)",Independence Day (a.k.a. ID4) (1996),Pulp Fiction (1994),"Shawshank Redemption, The (1994)",Terminator 2: Judgment Day (1991),Star Trek: Generations (1994),Cliffhanger (1993),Reservoir Dogs (1992),Sleepless in Seattle (1993),Star Wars: Episode VI - Return of the Jedi (1983),Seven (a.k.a. Se7en) (1995),GoldenEye (1995),Fargo (1996),Goodfellas (1990),Snow White and the Seven Dwarfs (1937),Get Shorty (1995),Die Hard: With a Vengeance (1995),Toy Story (1995),Saving Private Ryan (1998),Crimson Tide (1995),"Godfather, The (1972)","Silence of the Lambs, The (1991)",Dumb & Dumber (Dumb and Dumber) (1994),Jumanji (1995)
395,Clear and Present Danger (1994),"Terminator, The (1984)",Twister (1996),Independence Day (a.k.a. ID4) (1996),"Shawshank Redemption, The (1994)",Cliffhanger (1993),My Science Project (1985),Fargo (1996),"Rock, The (1996)",Star Wars: Episode VI - Return of the Jedi (1983),Robin Hood (1973),Sleepless in Seattle (1993),American Beauty (1999),Star Wars: Episode V - The Empire Strikes Back (1980),"Silence of the Lambs, The (1991)",Seven (a.k.a. Se7en) (1995),In the Line of Fire (1993),Ace Ventura: Pet Detective (1994),Eraser (1996),Apollo 13 (1995),Aliens (1986),Indiana Jones and the Last Crusade (1989),Star Wars: Episode IV - A New Hope (1977),"Black Cauldron, The (1985)",Ghost in the Shell (2017)
396,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Pulp Fiction (1994),"Matrix Reloaded, The (2003)","Incredibles, The (2004)",Catch Me If You Can (2002),Star Wars: Episode II - Attack of the Clones (2002),X2: X-Men United (2003),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Braveheart (1995),"Jungle Book, The (1967)",Reservoir Dogs (1992),Spider-Man (2002),"Fifth Element, The (1997)",Ocean's Eleven (2001),"Lord of the Rings: The Two Towers, The (2002)",Seven (a.k.a. Se7en) (1995),Fargo (1996),Goodfellas (1990),Independence Day (a.k.a. ID4) (1996),"Beautiful Mind, A (2001)",Jurassic Park (1993),"Grand Day Out with Wallace and Gromit, A (1989)","Godfather, The (1972)","Bourne Identity, The (2002)",Signs (2002)
397,Marat/Sade (1966),Walkabout (1971),Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),Cocoon: The Return (1988),Crimes and Misdemeanors (1989),Arthur (1981),Get Carter (1971),Darkman (1990),Cabin Boy (1994),"Daytrippers, The (1996)",Standing in the Shadows of Motown (2002),My Left Foot (1989),Tampopo (1985),BURN-E (2008),Rebel Without a Cause (1955),Blade Runner (1982),"King of Comedy, The (1983)",Mystery Train (1989),Angus (1995),"Cowboy Way, The (1994)",McHale's Navy (1997),Kundun (1997),Gridlock'd (1997),"Original Kings of Comedy, The (2000)",Reversal of Fortune (1990)
398,Indiana Jones and the Last Crusade (1989),Star Wars: Episode V - The Empire Strikes Back (1980),Gotti (1996),Spaced Invaders (1990),I Know Who Killed Me (2007),"Money Money Money (L'aventure, c'est l'aventure) (1972)","Delta Force, The (1986)",Patlabor 2: The Movie (1993),Death of a Salesman (1985),If Looks Could Kill (1991),Stay Tuned (1992),Dead or Alive: Final (2002),"Stepfather, The (1987)",Monument Ave. (1998),"Day After, The (1983)",Darkon (2006),"Darkman II: Return of Durant, The (1995)",Dark Star (1974),Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989),American Buffalo (1996),Mongol (2007),Iron Man (2008),"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)",Darkman (1990),Star Wars: Episode VI - Return of the Jedi (1983)
399,X-Men: The Last Stand (2006),Spider-Man 2 (2004),Speed (1994),X-Men (2000),Batman (1989),"Fugitive, The (1993)",Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Star Wars: Episode I - The Phantom Menace (1999),Back to the Future Part II (1989),American History X (1998),"Beautiful Mind, A (2001)",Spider-Man (2002),Mrs. Doubtfire (1993),Twister (1996),Saving Private Ryan (1998),True Lies (1994),Back to the Future Part III (1990),Kill Bill: Vol. 1 (2003),Iron Man (2008),Titanic (1997),Ocean's Eleven (2001),Ratatouille (2007),Die Hard (1988),"Matrix Reloaded, The (2003)",Catch Me If You Can (2002)
